member_id,household_id,primary_member_id,primary_member_name,full_name,date_of_birth,gender,physical_address,region,district,nwsc_area,town_or_ward,member_marker,relationship_to_primary,seniority_level,job_title,organisation_unit,synthetic_record
NWSC-MEM-000346,NWSC-HH-000346,NWSC-MEM-000346,Michael Bamwesigye,Michael Bamwesigye,1986-05-01,Male,"Plot 386, Reservoir Road, Buloba, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Buloba,PRIMARY,,Supervisor/Specialist,Billing Supervisor,Kampala Water,TRUE
NWSC-MEM-000347,NWSC-HH-000347,NWSC-MEM-000347,Simon Kyomuhendo,Simon Kyomuhendo,1977-02-04,Male,"Plot 549, Civic Road, Kawanda, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Kawanda,PRIMARY,,Field/Operations,Meter Reader,Water Quality,TRUE
NWSC-MEM-000348,NWSC-HH-000348,NWSC-MEM-000348,Allan Tusubira,Allan Tusubira,1998-12-01,Male,"Plot 931, Hill Road, Buloba, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Buloba,PRIMARY,,Field/Operations,Field Assistant,Legal Services,TRUE
NWSC-MEM-000349,NWSC-HH-000349,NWSC-MEM-000349,Ocen Okot,Ocen Okot,1996-06-28,Male,"Plot 472, Station Road, Wakiso, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Wakiso,PRIMARY,,Field/Operations,Leakage Technician,Procurement & Stores,TRUE
NWSC-MEM-000350,NWSC-HH-000350,NWSC-MEM-000350,Isaac Akello,Isaac Akello,1984-05-23,Male,"Plot 32, Mission Road, Bugolobi, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Bugolobi,PRIMARY,,Supervisor/Specialist,Billing Supervisor,Information & Business Solutions,TRUE
NWSC-MEM-000351,NWSC-HH-000351,NWSC-MEM-000351,Charles Ouma,Charles Ouma,1992-01-25,Male,"Plot 926, Hill Road, Nakawa, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Nakawa,PRIMARY,,Professional/Officer,Human Resource Officer,Planning & Capital Development,TRUE
NWSC-MEM-000352,NWSC-HH-000352,NWSC-MEM-000352,Halima Wabwire,Halima Wabwire,1978-07-20,Female,"Plot 935, Civic Road, Nakasero, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Nakasero,PRIMARY,,Executive Leadership,Executive Programme Lead,Kampala Water,TRUE
NWSC-MEM-000353,NWSC-HH-000353,NWSC-MEM-000353,Peter Laker,Peter Laker,1991-01-24,Male,"Plot 106, Church Road, Namanve, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Namanve,PRIMARY,,Area/Branch Manager,Customer Service Manager,Legal Services,TRUE
NWSC-MEM-000354,NWSC-HH-000354,NWSC-MEM-000354,Ibrahim Wabwire,Ibrahim Wabwire,1988-03-31,Male,"Plot 504, Mission Road, Namusera, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Namusera,PRIMARY,,Area/Branch Manager,Branch Manager,Planning & Capital Development,TRUE
NWSC-MEM-000355,NWSC-HH-000355,NWSC-MEM-000355,Mark Senyonga,Mark Senyonga,2001-03-14,Male,"Plot 506, Church Road, Wakiso, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Wakiso,PRIMARY,,Professional/Officer,Civil Engineer,Kampala Water,TRUE
NWSC-MEM-000356,NWSC-HH-000356,NWSC-MEM-000356,Samuel Biryomumaisho,Samuel Biryomumaisho,1984-01-26,Male,"Plot 514, Water Works Road, Kakiri, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Kakiri,PRIMARY,,Support/Admin,Driver,Kampala Water,TRUE
NWSC-MEM-000357,NWSC-HH-000357,NWSC-MEM-000357,Richard Namutebi,Richard Namutebi,1981-01-19,Male,"Plot 995, Spring Road, Najjeera, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kira Municipality,Najjeera,PRIMARY,,Support/Admin,Customer Care Assistant,Legal Services,TRUE
NWSC-MEM-000358,NWSC-HH-000358,NWSC-MEM-000358,Ritah Kiconco,Ritah Kiconco,1992-06-28,Female,"Plot 186, Industrial Lane, Wakiso, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Wakiso,PRIMARY,,Area/Branch Manager,Branch Manager,Kampala Water,TRUE
NWSC-MEM-000359,NWSC-HH-000359,NWSC-MEM-000359,Patrick Lwanga,Patrick Lwanga,1986-08-16,Male,"Plot 824, Reservoir Road, Buloba, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Buloba,PRIMARY,,Support/Admin,Records Clerk,Kampala Water,TRUE
NWSC-MEM-000360,NWSC-HH-000360,NWSC-MEM-000360,Halima Akena,Halima Akena,2001-07-22,Female,"Plot 72, Hill Road, Kololo, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Kololo,PRIMARY,,Field/Operations,Pump Attendant,Human Resource,TRUE
NWSC-MEM-000361,NWSC-HH-000361,NWSC-MEM-000361,Margaret Kahuma,Margaret Kahuma,1983-03-27,Female,"Plot 762, Main Street, Busiro, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Busiro,PRIMARY,,Regional/General Manager,General Manager,Kampala Water,TRUE
NWSC-MEM-000362,NWSC-HH-000362,NWSC-MEM-000362,Stephen Tumusiime,Stephen Tumusiime,1981-06-10,Male,"Plot 445, Water Works Road, Kira, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kira Municipality,Kira,PRIMARY,,Field/Operations,Plant Operator,Public Relations & Corporate Communications,TRUE
NWSC-MEM-000363,NWSC-HH-000363,NWSC-MEM-000363,Denis Anywar,Denis Anywar,1986-01-18,Male,"Plot 762, Reservoir Road, Nakawa, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Nakawa,PRIMARY,,Professional/Officer,Finance Officer,Technical Services,TRUE
NWSC-MEM-000364,NWSC-HH-000364,NWSC-MEM-000364,Samuel Ouma,Samuel Ouma,2002-09-18,Male,"Plot 617, Hospital Road, Nansana, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Nansana,PRIMARY,,Support/Admin,Driver,Technical Services,TRUE
NWSC-MEM-000365,NWSC-HH-000365,NWSC-MEM-000365,Kato Anywar,Kato Anywar,1981-10-04,Male,"Plot 266, School Lane, Kakiri Road, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Kakiri Road,PRIMARY,,Field/Operations,Leakage Technician,Kampala Water,TRUE
NWSC-MEM-000366,NWSC-HH-000366,NWSC-MEM-000366,Esther Lwanga,Esther Lwanga,1992-04-24,Female,"Plot 557, Market Street, Kakiri, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Kakiri,PRIMARY,,Professional/Officer,Finance Officer,Legal Services,TRUE
NWSC-MEM-000367,NWSC-HH-000367,NWSC-MEM-000367,Ivan Bamwesigye,Ivan Bamwesigye,2002-04-27,Male,"Plot 296, Market Street, Namayumba, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Namayumba,PRIMARY,,Field/Operations,Field Assistant,Public Relations & Corporate Communications,TRUE
NWSC-MEM-000368,NWSC-HH-000368,NWSC-MEM-000368,Martha Namutebi,Martha Namutebi,1992-09-05,Female,"Plot 566, Council Road, Ntinda, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Ntinda,PRIMARY,,Field/Operations,Plant Operator,Technical Services,TRUE
NWSC-MEM-000369,NWSC-HH-000369,NWSC-MEM-000369,Hassan Wabwire,Hassan Wabwire,2001-09-18,Male,"Plot 684, Old Kampala Road, Wakiso, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Wakiso,PRIMARY,,Supervisor/Specialist,Projects Supervisor,Kampala Water,TRUE
NWSC-MEM-000370,NWSC-HH-000370,NWSC-MEM-000370,Ibrahim Baluku,Ibrahim Baluku,1977-11-08,Male,"Plot 984, High Street, Namayumba, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Namayumba,PRIMARY,,Field/Operations,Field Assistant,Kampala Water,TRUE
NWSC-MEM-000371,NWSC-HH-000371,NWSC-MEM-000371,Florence Agaba,Florence Agaba,1990-08-17,Female,"Plot 238, Commercial Street, Namanve, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Namanve,PRIMARY,,Professional/Officer,IT Officer,Public Relations & Corporate Communications,TRUE
NWSC-MEM-000372,NWSC-HH-000372,NWSC-MEM-000372,Peter Byaruhanga,Peter Byaruhanga,1999-12-05,Male,"Plot 31, Water Works Road, Namanve, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Namanve,PRIMARY,,Professional/Officer,Commercial Officer,Engineering Services,TRUE
NWSC-MEM-000373,NWSC-HH-000373,NWSC-MEM-000373,Kato Tumusiime,Kato Tumusiime,1989-06-27,Male,"Plot 835, Main Street, Seeta, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Seeta,PRIMARY,,Supervisor/Specialist,Billing Supervisor,Kampala Water,TRUE
NWSC-MEM-000374,NWSC-HH-000374,NWSC-MEM-000374,Samuel Kyomuhendo,Samuel Kyomuhendo,1995-01-19,Male,"Plot 606, Hospital Road, Masulita, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Masulita,PRIMARY,,Field/Operations,Plant Operator,Kampala Water,TRUE
NWSC-MEM-000375,NWSC-HH-000375,NWSC-MEM-000375,Samuel Ntale,Samuel Ntale,1999-11-09,Male,"Plot 370, Lake View Road, Kawanda, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Kawanda,PRIMARY,,Professional/Officer,Procurement Officer,Water Quality,TRUE
NWSC-MEM-000376,NWSC-HH-000376,NWSC-MEM-000376,Annet Katumba,Annet Katumba,1999-06-08,Female,"Plot 206, Market Street, Goma, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Goma,PRIMARY,,Professional/Officer,Commercial Officer,Finance & Corporate Strategy,TRUE
NWSC-MEM-000377,NWSC-HH-000377,NWSC-MEM-000377,Okello Okot,Okello Okot,1994-01-02,Male,"Plot 824, High Street, Nakawa, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Nakawa,PRIMARY,,Professional/Officer,Procurement Officer,Kampala Water,TRUE
NWSC-MEM-000378,NWSC-HH-000378,NWSC-MEM-000378,Halima Mugisha,Halima Mugisha,1989-12-04,Female,"Plot 771, Church Road, Nansana, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Nansana,PRIMARY,,Regional/General Manager,Deputy Regional Manager,Kampala Water,TRUE
NWSC-MEM-000379,NWSC-HH-000379,NWSC-MEM-000379,James Senyonga,James Senyonga,1983-06-11,Male,"Plot 321, Water Works Road, Namayumba, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Namayumba,PRIMARY,,Field/Operations,Field Assistant,Planning & Capital Development,TRUE
NWSC-MEM-000380,NWSC-HH-000380,NWSC-MEM-000380,Immaculate Akena,Immaculate Akena,1992-11-16,Female,"Plot 371, Water Works Road, Namanve, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Namanve,PRIMARY,,Supervisor/Specialist,Projects Supervisor,Planning & Capital Development,TRUE
NWSC-MEM-000381,NWSC-HH-000381,NWSC-MEM-000381,Stephen Lwanga,Stephen Lwanga,1983-07-10,Male,"Plot 469, High Street, Namayumba, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Namayumba,PRIMARY,,Supervisor/Specialist,Projects Supervisor,Internal Audit,TRUE
NWSC-MEM-000382,NWSC-HH-000382,NWSC-MEM-000382,Annet Olanya,Annet Olanya,1995-04-02,Female,"Plot 964, Reservoir Road, Kololo, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Kololo,PRIMARY,,Support/Admin,Records Clerk,Internal Audit,TRUE
NWSC-MEM-000383,NWSC-HH-000383,NWSC-MEM-000383,Rebecca Katumba,Rebecca Katumba,1981-02-02,Female,"Plot 758, High Street, Kira, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kira Municipality,Kira,PRIMARY,,Field/Operations,Pump Attendant,Engineering Services,TRUE
NWSC-MEM-000384,NWSC-HH-000384,NWSC-MEM-000384,David Kyomuhendo,David Kyomuhendo,1999-04-14,Male,"Plot 365, Hospital Road, Kazo, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Kazo,PRIMARY,,Field/Operations,Plant Operator,Regional Operations,TRUE
NWSC-MEM-000385,NWSC-HH-000385,NWSC-MEM-000385,Julius Auma,Julius Auma,1988-01-14,Male,"Plot 565, Old Kampala Road, Kawempe, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Kawempe,PRIMARY,,Supervisor/Specialist,Water Quality Specialist,Planning & Capital Development,TRUE
NWSC-MEM-000386,NWSC-HH-000386,NWSC-MEM-000386,Ben Tusubira,Ben Tusubira,1989-07-21,Male,"Plot 176, Civic Road, Goma, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Goma,PRIMARY,,Area/Branch Manager,District Operations Manager,Kampala Water,TRUE
NWSC-MEM-000387,NWSC-HH-000387,NWSC-MEM-000387,Stella Obote,Stella Obote,1989-12-11,Female,"Plot 510, Station Road, Najjeera, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kira Municipality,Najjeera,PRIMARY,,Support/Admin,Records Clerk,Kampala Water,TRUE
NWSC-MEM-000388,NWSC-HH-000388,NWSC-MEM-000388,Ruth Kakooza,Ruth Kakooza,1987-03-26,Female,"Plot 705, School Lane, Namusera, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Namusera,PRIMARY,,Professional/Officer,IT Officer,Legal Services,TRUE
NWSC-MEM-000389,NWSC-HH-000389,NWSC-MEM-000389,Lydia Ocen,Lydia Ocen,1995-02-16,Female,"Plot 436, Station Road, Bweyogerere, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kira Municipality,Bweyogerere,PRIMARY,,Professional/Officer,Finance Officer,Kampala Water,TRUE
NWSC-MEM-000390,NWSC-HH-000390,NWSC-MEM-000390,Angela Wamala,Angela Wamala,1988-09-09,Female,"Plot 772, Old Kampala Road, Kira, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kira Municipality,Kira,PRIMARY,,Regional/General Manager,Regional Manager,Water Quality,TRUE
NWSC-MEM-000391,NWSC-HH-000391,NWSC-MEM-000391,Allan Wamala,Allan Wamala,1996-02-25,Male,"Plot 146, Lake View Road, Busiro, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Busiro,PRIMARY,,Supervisor/Specialist,Projects Supervisor,Kampala Water,TRUE
NWSC-MEM-000392,NWSC-HH-000392,NWSC-MEM-000392,Ben Byaruhanga,Ben Byaruhanga,1980-02-17,Male,"Plot 861, Commercial Street, Seeta, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Seeta,PRIMARY,,Field/Operations,Field Assistant,Kampala Water,TRUE
NWSC-MEM-000393,NWSC-HH-000393,NWSC-MEM-000393,Paul Wamala,Paul Wamala,1997-12-02,Male,"Plot 744, Water Works Road, Namusera, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Namusera,PRIMARY,,Professional/Officer,Civil Engineer,Regional Operations,TRUE
NWSC-MEM-000394,NWSC-HH-000394,NWSC-MEM-000394,Brenda Laker,Brenda Laker,1980-09-02,Female,"Plot 210, Commercial Street, Najjeera, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kira Municipality,Najjeera,PRIMARY,,Regional/General Manager,Regional Manager,Planning & Capital Development,TRUE
NWSC-MEM-000395,NWSC-HH-000395,NWSC-MEM-000395,Moses Auma,Moses Auma,1981-04-12,Male,"Plot 333, Spring Road, Najjeera, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kira Municipality,Najjeera,PRIMARY,,Area/Branch Manager,Area Manager,Technical Services,TRUE
NWSC-MEM-000396,NWSC-HH-000396,NWSC-MEM-000396,Joan Ocen,Joan Ocen,1977-12-30,Female,"Plot 696, Council Road, Namayumba, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Namayumba,PRIMARY,,Field/Operations,Meter Reader,Kampala Water,TRUE
NWSC-MEM-000397,NWSC-HH-000397,NWSC-MEM-000397,Collins Nanyonga,Collins Nanyonga,1995-12-17,Male,"Plot 534, Hill Road, Kakiri, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Kakiri,PRIMARY,,Supervisor/Specialist,Projects Supervisor,Internal Audit,TRUE
NWSC-MEM-000398,NWSC-HH-000398,NWSC-MEM-000398,Sarah Aciro,Sarah Aciro,2002-08-15,Female,"Plot 613, Hospital Road, Kazo, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Kazo,PRIMARY,,Field/Operations,Leakage Technician,Information & Business Solutions,TRUE
NWSC-MEM-000399,NWSC-HH-000399,NWSC-MEM-000399,Joan Nsubuga,Joan Nsubuga,1986-07-26,Female,"Plot 480, Market Street, Kawanda, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Kawanda,PRIMARY,,Regional/General Manager,Regional Manager,Kampala Water,TRUE
NWSC-MEM-000400,NWSC-HH-000400,NWSC-MEM-000400,Okello Kiconco,Okello Kiconco,1999-07-13,Male,"Plot 25, High Street, Bweyogerere, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kira Municipality,Bweyogerere,PRIMARY,,Field/Operations,Leakage Technician,Procurement & Stores,TRUE
NWSC-MEM-000401,NWSC-HH-000401,NWSC-MEM-000401,Babirye Kisembo,Babirye Kisembo,1969-06-03,Female,"Plot 169, Lake View Road, Nakawa, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Nakawa,PRIMARY,,Executive Leadership,Corporate Strategy Lead,Legal Services,TRUE
NWSC-MEM-000402,NWSC-HH-000402,NWSC-MEM-000402,Peace Akello,Peace Akello,1980-09-19,Female,"Plot 713, Market Street, Kazo, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Kazo,PRIMARY,,Field/Operations,Network Technician,Legal Services,TRUE
NWSC-MEM-000403,NWSC-HH-000403,NWSC-MEM-000403,Susan Mutebi,Susan Mutebi,1973-03-02,Female,"Plot 743, Water Works Road, Rubaga, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Rubaga,PRIMARY,,Senior Director/Director,Director of Engineering,Engineering Services,TRUE
NWSC-MEM-000404,NWSC-HH-000404,NWSC-MEM-000404,Stella Akello,Stella Akello,1983-02-02,Female,"Plot 216, Station Road, Nansana, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Nansana,PRIMARY,,Field/Operations,Pump Attendant,Kampala Water,TRUE
NWSC-MEM-000405,NWSC-HH-000405,NWSC-MEM-000405,Joseph Kagoya,Joseph Kagoya,1978-12-13,Male,"Plot 253, Industrial Lane, Kira, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kira Municipality,Kira,PRIMARY,,Field/Operations,Field Assistant,Kampala Water,TRUE
NWSC-MEM-000406,NWSC-HH-000406,NWSC-MEM-000406,Godfrey Mirembe,Godfrey Mirembe,1997-12-27,Male,"Plot 160, High Street, Kyaliwajjala, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kira Municipality,Kyaliwajjala,PRIMARY,,Supervisor/Specialist,Network Supervisor,Water Quality,TRUE
NWSC-MEM-000407,NWSC-HH-000407,NWSC-MEM-000407,Sylvia Nanyonga,Sylvia Nanyonga,1984-06-13,Female,"Plot 530, Spring Road, Nabweru, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Nabweru,PRIMARY,,Supervisor/Specialist,Network Supervisor,Finance & Corporate Strategy,TRUE
NWSC-MEM-000408,NWSC-HH-000408,NWSC-MEM-000408,James Odongo,James Odongo,1995-11-16,Male,"Plot 202, Hospital Road, Namayumba, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Namayumba,PRIMARY,,Professional/Officer,Human Resource Officer,Human Resource,TRUE
NWSC-MEM-000409,NWSC-HH-000409,NWSC-MEM-000409,Ben Kahuma,Ben Kahuma,1982-11-14,Male,"Plot 126, Council Road, Kira, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kira Municipality,Kira,PRIMARY,,Field/Operations,Plant Operator,Kampala Water,TRUE
NWSC-MEM-000410,NWSC-HH-000410,NWSC-MEM-000410,Rose Bamwesigye,Rose Bamwesigye,1998-04-18,Female,"Plot 950, Main Street, Namayumba, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Namayumba,PRIMARY,,Professional/Officer,Commercial Officer,Public Relations & Corporate Communications,TRUE
NWSC-MEM-000411,NWSC-HH-000411,NWSC-MEM-000411,Geoffrey Olanya,Geoffrey Olanya,1994-02-03,Male,"Plot 574, Mission Road, Kazo, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Kazo,PRIMARY,,Support/Admin,Driver,Kampala Water,TRUE
NWSC-MEM-000412,NWSC-HH-000412,NWSC-MEM-000412,Ibrahim Agaba,Ibrahim Agaba,1995-08-24,Male,"Plot 446, Lake View Road, Namanve, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Namanve,PRIMARY,,Area/Branch Manager,District Operations Manager,Engineering Services,TRUE
NWSC-MEM-000413,NWSC-HH-000413,NWSC-MEM-000413,Noah Agaba,Noah Agaba,2000-04-11,Male,"Plot 668, Civic Road, Namayumba, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Namayumba,PRIMARY,,Support/Admin,Records Clerk,Regional Operations,TRUE
NWSC-MEM-000414,NWSC-HH-000414,NWSC-MEM-000414,Achen Bukenya,Achen Bukenya,2000-05-06,Female,"Plot 397, Lake View Road, Bugolobi, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Bugolobi,PRIMARY,,Supervisor/Specialist,Projects Supervisor,Kampala Water,TRUE
NWSC-MEM-000415,NWSC-HH-000415,NWSC-MEM-000415,Linda Mutebi,Linda Mutebi,1995-09-25,Female,"Plot 168, Main Street, Goma, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Goma,PRIMARY,,Support/Admin,Administrative Assistant,Commercial & Customer Services,TRUE
NWSC-MEM-000416,NWSC-HH-000416,NWSC-MEM-000416,Prossy Nansubuga,Prossy Nansubuga,1977-01-16,Female,"Plot 49, Church Road, Ntinda, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Ntinda,PRIMARY,,Executive Leadership,Executive Programme Lead,Procurement & Stores,TRUE
NWSC-MEM-000417,NWSC-HH-000417,NWSC-MEM-000417,Esther Walusimbi,Esther Walusimbi,1985-04-25,Female,"Plot 997, Hill Road, Nabweru, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Nabweru,PRIMARY,,Supervisor/Specialist,Billing Supervisor,Regional Operations,TRUE
NWSC-MEM-000418,NWSC-HH-000418,NWSC-MEM-000418,Sarah Kato,Sarah Kato,1985-04-04,Female,"Plot 453, Church Road, Kawanda, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Kawanda,PRIMARY,,Supervisor/Specialist,Billing Supervisor,Engineering Services,TRUE
NWSC-MEM-000419,NWSC-HH-000419,NWSC-MEM-000419,Joan Mutebi,Joan Mutebi,1964-02-14,Female,"Plot 580, Spring Road, Nabweru, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Nabweru,PRIMARY,,Executive Leadership,Chief Technical Advisor,Kampala Water,TRUE
NWSC-MEM-000420,NWSC-HH-000420,NWSC-MEM-000420,Robert Namutebi,Robert Namutebi,2001-03-18,Male,"Plot 445, Civic Road, Buloba, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Buloba,PRIMARY,,Field/Operations,Meter Reader,Kampala Water,TRUE
NWSC-MEM-000421,NWSC-HH-000421,NWSC-MEM-000421,Sylvia Kisembo,Sylvia Kisembo,1989-12-04,Female,"Plot 266, Water Works Road, Rubaga, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Rubaga,PRIMARY,,Field/Operations,Pump Attendant,Procurement & Stores,TRUE
NWSC-MEM-000422,NWSC-HH-000422,NWSC-MEM-000422,Joseph Okot,Joseph Okot,2000-04-13,Male,"Plot 677, Reservoir Road, Kakiri Road, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Kakiri Road,PRIMARY,,Field/Operations,Field Assistant,Finance & Corporate Strategy,TRUE
NWSC-MEM-000423,NWSC-HH-000423,NWSC-MEM-000423,Peace Obote,Peace Obote,1996-09-20,Female,"Plot 390, Hill Road, Seeta, Mukono District, Uganda",Kampala Metropolitan Region,Mukono,Mukono Municipality,Seeta,PRIMARY,,Support/Admin,Stores Assistant,Kampala Water,TRUE
NWSC-MEM-000424,NWSC-HH-000424,NWSC-MEM-000424,Robert Ocen,Robert Ocen,1998-10-22,Male,"Plot 185, Commercial Street, Kakiri, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kakiri,Kakiri,PRIMARY,,Professional/Officer,Human Resource Officer,Water Quality,TRUE
NWSC-MEM-000425,NWSC-HH-000425,NWSC-MEM-000425,Patricia Bukenya,Patricia Bukenya,1992-09-17,Female,"Plot 952, Hill Road, Kira, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kira Municipality,Kira,PRIMARY,,Professional/Officer,Procurement Officer,Human Resource,TRUE
NWSC-MEM-000426,NWSC-HH-000426,NWSC-MEM-000426,Joshua Katumba,Joshua Katumba,1986-01-04,Male,"Plot 781, Reservoir Road, Namusera, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Namusera,PRIMARY,,Professional/Officer,Commercial Officer,Commercial & Customer Services,TRUE
NWSC-MEM-000427,NWSC-HH-000427,NWSC-MEM-000427,Brenda Waiswa,Brenda Waiswa,2004-12-18,Female,"Plot 992, Old Kampala Road, Wakiso, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Wakiso TC/Buloba,Wakiso,PRIMARY,,Field/Operations,Plant Operator,Human Resource,TRUE
NWSC-MEM-000428,NWSC-HH-000428,NWSC-MEM-000428,Denis Okot,Denis Okot,1980-11-12,Male,"Plot 799, Industrial Lane, Makindye, Kampala District, Uganda",Kampala Metropolitan Region,Kampala,Kampala City,Makindye,PRIMARY,,Support/Admin,Stores Assistant,Kampala Water,TRUE
NWSC-MEM-000429,NWSC-HH-000429,NWSC-MEM-000429,Mary Akello,Mary Akello,1990-04-24,Female,"Plot 206, Council Road, Nabweru, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Nansana TC,Nabweru,PRIMARY,,Supervisor/Specialist,Projects Supervisor,Procurement & Stores,TRUE
NWSC-MEM-000430,NWSC-HH-000430,NWSC-MEM-000430,Richard Mukasa,Richard Mukasa,2004-06-12,Male,"Plot 313, Lake View Road, Najjeera, Wakiso District, Uganda",Kampala Metropolitan Region,Wakiso,Kira Municipality,Najjeera,PRIMARY,,Field/Operations,Pump Attendant,Kampala Water,TRUE
